en_query	cs_query	en_parse	cs_parse	domain
what can i do in sanfrancisco tomorrow	kal mai san francisco me kya kar sakta hu	[IN:GET_EVENT what can i do in [SL:LOCATION sanfrancisco ] [SL:DATE_TIME tomorrow ] ]	[IN:GET_EVENT [SL:DATE_TIME kal ] mai [SL:LOCATION san francisco ] me kya kar sakta hu ]	event
I want to listen to Shakira world cup songs	mujhe Shakira world cup songs sunna chahta hoon	[IN:PLAY_MUSIC I want to listen to [SL:MUSIC_ARTIST_NAME Shakira ] [SL:MUSIC_GENRE world cup ] [SL:MUSIC_TYPE songs ] ]	[IN:PLAY_MUSIC mujhe [SL:MUSIC_ARTIST_NAME Shakira ] [SL:MUSIC_GENRE world cup ] [SL:MUSIC_TYPE songs ] sunna chahta hoon ]	music
Could you tell me the weather in Fahrenheit	kya aap mujhe Fahrenheit me mausam bata sakte hai	[IN:GET_WEATHER Could you tell me the weather in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ]	[IN:GET_WEATHER kya aap mujhe [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] me mausam bata sakte hai ]	weather
Can you get rid of the alerts for walking my sister's dog ?	kya aap meri sister ke kutte ko walk par lejaane wale alerts se chutkara paa sakte hai ?	[IN:DELETE_REMINDER Can you get rid of the alerts for [SL:TODO walking my sister's dog ] ? ]	[IN:DELETE_REMINDER kya aap [SL:TODO meri sister ke kutte ko walk par lejaane wale ] alerts se chutkara paa sakte hai ? ]	reminder
Remind me to give David his letter before the 24th .	mujhe 24th ke pehle David ko uska letter dene ke liye yaad dilaye	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO give David his letter ] [SL:DATE_TIME before the 24th ] . ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED mujhe ] [SL:DATE_TIME 24th ke pehle ] [SL:TODO David ko uska letter dene ] ke liye yaad dilaye ]	reminder
Let me know the weather this weekend in Texas	is weekend Texas mei weather ke bare mei mujhe batao	[IN:GET_WEATHER Let me know the weather [SL:DATE_TIME this weekend ] in [SL:LOCATION Texas ] ]	[IN:GET_WEATHER [SL:DATE_TIME is weekend ] [SL:LOCATION Texas ] mei weather ke bare mei mujhe batao ]	weather
Will it be sunny all day today ?	kya aaj poora din dhoop rahegi ?	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME all day today ] ? ]	[IN:GET_WEATHER kya [SL:DATE_TIME aaj poora din ] [SL:WEATHER_ATTRIBUTE dhoop ] rahegi ? ]	weather
What are the humidity levels tomorrow	kal ke humidity levels kya hai	[IN:GET_WEATHER What are the [SL:WEATHER_ATTRIBUTE humidity ] levels [SL:DATE_TIME tomorrow ] ]	[IN:GET_WEATHER [SL:DATE_TIME kal ] ke [SL:WEATHER_ATTRIBUTE humidity ] levels kya hai ]	weather
Is the traffic congested around the Stadium now ?	kya abhi Stadium ke aas paas traffic jama hai	[IN:GET_INFO_TRAFFIC Is the traffic congested [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS around ] [SL:CATEGORY_LOCATION the Stadium ] ] ] [SL:DATE_TIME now ] ? ]	[IN:GET_INFO_TRAFFIC kya [SL:DATE_TIME abhi ] [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION Stadium ] ke [SL:SEARCH_RADIUS aas paas ] ] ] traffic jama hai ]	navigation
What is the wind like in Central FL ?	Central FL mei hawa kaisi hai ?	[IN:GET_WEATHER What is the [SL:WEATHER_ATTRIBUTE wind ] like in [SL:LOCATION Central FL ] ? ]	[IN:GET_WEATHER [SL:LOCATION Central FL ] mei [SL:WEATHER_ATTRIBUTE hawa ] kaisi hai ? ]	weather
pause timer	timer ko pause kare	[IN:PAUSE_TIMER pause [SL:METHOD_TIMER timer ] ]	[IN:PAUSE_TIMER [SL:METHOD_TIMER timer ] ko pause kare ]	timer
message Peter let ' s go to the mall today .	Peter ko message kare ki chalo aj mall chalte hai	[IN:SEND_MESSAGE message [SL:RECIPIENT Peter ] [SL:CONTENT_EXACT let ' s go to the mall today ] . ]	[IN:SEND_MESSAGE [SL:RECIPIENT Peter ] ko message kare ki [SL:CONTENT_EXACT chalo aj mall chalte hai ] ]	messaging
How much will it snow today ?	aj kitni barf giregi ?	[IN:GET_WEATHER How much will it [SL:WEATHER_ATTRIBUTE snow ] [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME aj ] kitni [SL:WEATHER_ATTRIBUTE barf ] giregi ? ]	weather
Show active alarms	active alarms bataiye	[IN:GET_ALARM Show active alarms ]	[IN:GET_ALARM active alarms bataiye ]	alarm
Is there a flash flood warning	kya achanak baad ki warning hai	[IN:GET_WEATHER Is there a flash flood warning ]	[IN:GET_WEATHER kya achanak baad ki warning hai ]	weather
Where should I go for New Year ' s Eve in NYC	NYC me New Year ' s Eve ke liye mujhe kahan jaana chahiye	[IN:GET_EVENT Where should I go for [SL:DATE_TIME New Year ' s Eve ] in [SL:LOCATION NYC ] ]	[IN:GET_EVENT [SL:LOCATION NYC ] me [SL:DATE_TIME New Year ' s Eve ] ke liye mujhe kahan jaana chahiye ]	event
Delete the reminder for my spa treatment .	mere spa treatment ka reminder delete kardo	[IN:DELETE_REMINDER Delete the reminder for [SL:TODO my spa treatment ] . ]	[IN:DELETE_REMINDER [SL:TODO mere spa treatment ] ka reminder delete kardo ]	reminder
Is traffic delayed because of the construction >	kya traffic construction ki wajah se delay huwi hai	[IN:GET_INFO_TRAFFIC Is traffic delayed because of the construction > ]	[IN:GET_INFO_TRAFFIC kya traffic construction ki wajah se delay huwi hai ]	navigation
I want the alarm I just set to be changed to the next day	mai chahta hu jis alarm ko maine abhi set kiya hai use agle din me badal diya jaaye	[IN:UPDATE_ALARM I want the alarm I just set to be changed [SL:DATE_TIME to the next day ] ]	[IN:UPDATE_ALARM mai chahta hu jis alarm ko maine abhi set kiya hai use [SL:DATE_TIME agle din me ] badal diya jaaye ]	alarm
What route should i take to get to my dr ' s appointment in Makalapa in 15 minutes	mujhe 15 minutes mei mere dr ke appointment ke liye Makalapa pahuchne ke liye kaunsa rasta lena chahiye	[IN:GET_DIRECTIONS What route should i take to get to [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT my ] [SL:CATEGORY_EVENT dr ' s appointment ] in [SL:LOCATION Makalapa ] ] ] [SL:DATE_TIME_ARRIVAL in 15 minutes ] ]	[IN:GET_DIRECTIONS mujhe [SL:DATE_TIME_ARRIVAL 15 minutes mei ] [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT mere ] [SL:CATEGORY_EVENT dr ke appointment ] ke liye [SL:LOCATION Makalapa ] ] ] pahuchne ke liye kaunsa rasta lena chahiye ]	navigation
What is the distance between Manhattan and upstate New York	upstate New York aur Manhattan me kitni doori hai	[IN:GET_DISTANCE What is the distance between [SL:SOURCE Manhattan ] and [SL:DESTINATION upstate New York ] ]	[IN:GET_DISTANCE [SL:DESTINATION upstate New York ] aur [SL:SOURCE Manhattan ] me kitni doori hai ]	navigation
Toronto , music concerts on Wednesday	Wednesday ko Toronto me music concerts	[IN:GET_EVENT [SL:LOCATION Toronto ] , [SL:CATEGORY_EVENT music concerts ] [SL:DATE_TIME on Wednesday ] ]	[IN:GET_EVENT [SL:DATE_TIME Wednesday ko ] [SL:LOCATION Toronto ] me [SL:CATEGORY_EVENT music concerts ] ]	event
Remind me to pick up my prescriptions tomorrow .	kal mujhe mere prescriptions lene ke liye yaad dilayen	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO pick up my prescriptions ] [SL:DATE_TIME tomorrow ] . ]	[IN:CREATE_REMINDER [SL:DATE_TIME kal ] [SL:PERSON_REMINDED mujhe ] [SL:TODO mere prescriptions lene ] ke liye yaad dilayen ]	reminder
play destiny ' s child top 10 songs	destiny child ke top 10 gaaney play kare	[IN:PLAY_MUSIC play [SL:MUSIC_ARTIST_NAME destiny ' s child ] top 10 [SL:MUSIC_TYPE songs ] ]	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME destiny child ke ] top 10 [SL:MUSIC_TYPE gaaney ] play kare ]	music
delete all the reminders for next week	next week ke liye saare reminders ko nikaal den	[IN:DELETE_REMINDER delete [SL:AMOUNT all ] the reminders [SL:DATE_TIME for next week ] ]	[IN:DELETE_REMINDER [SL:DATE_TIME next week ke liye ] [SL:AMOUNT saare ] reminders ko nikaal den ]	reminder
What are the week ' s highs and lows ?	week ke highs aur lows kya hai ?	[IN:GET_WEATHER What are the [SL:DATE_TIME week ] ' s [SL:WEATHER_ATTRIBUTE highs ] and [SL:WEATHER_ATTRIBUTE lows ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME week ] ke [SL:WEATHER_ATTRIBUTE highs ] aur [SL:WEATHER_ATTRIBUTE lows ] kya hai ? ]	weather
give me the highs and lows for the week	mujhe haftey ke liye highs and lows dijiye	[IN:GET_WEATHER give me the [SL:WEATHER_ATTRIBUTE highs ] and [SL:WEATHER_ATTRIBUTE lows ] [SL:DATE_TIME for the week ] ]	[IN:GET_WEATHER mujhe [SL:DATE_TIME haftey ke liye ] [SL:WEATHER_ATTRIBUTE highs ] and [SL:WEATHER_ATTRIBUTE lows ] dijiye ]	weather
stop the timer	timer ko band kardo	[IN:PAUSE_TIMER stop the [SL:METHOD_TIMER timer ] ]	[IN:PAUSE_TIMER [SL:METHOD_TIMER timer ] ko band kardo ]	timer
Family Friendly events on the south side next weekend	agle weekend ko south side par Family Friendly events hai	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT Family Friendly ] events on [SL:LOCATION the south side ] [SL:DATE_TIME next weekend ] ]	[IN:GET_EVENT [SL:DATE_TIME agle weekend ] ko [SL:LOCATION south side ] par [SL:ATTRIBUTE_EVENT Family Friendly ] events hai ]	event
Send a message to Frank that the tractor he is getting is about 15 minutes from his location	Frank ko ye message karo ki jo tractor use milraha hai wo uski location se lagbhag 15 minutes ki doori par hai	[IN:SEND_MESSAGE Send a message to [SL:RECIPIENT Frank ] that [SL:CONTENT_EXACT the tractor he is getting is about 15 minutes from his location ] ]	[IN:SEND_MESSAGE [SL:RECIPIENT Frank ] ko ye message karo ki [SL:CONTENT_EXACT jo tractor use milraha hai wo uski location se lagbhag 15 minutes ki doori par hai ] ]	messaging
play random garth brooks songs	garth brooks ke random gaane play kare	[IN:PLAY_MUSIC play random [SL:MUSIC_ARTIST_NAME garth brooks ] [SL:MUSIC_TYPE songs ] ]	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME garth brooks ] ke random [SL:MUSIC_TYPE gaane ] play kare ]	music
Concerts at the Rialto theater	Rialto theater mei concerts	[IN:GET_EVENT [SL:CATEGORY_EVENT Concerts ] at [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP the Rialto theater ] ] ] ]	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP Rialto theater ] ] ] mei [SL:CATEGORY_EVENT concerts ] ]	event
What is the temperature in Flint today ?	Aaj Flint me temperature kitna hai ?	[IN:GET_WEATHER What is the temperature in [SL:LOCATION Flint ] [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME Aaj ] [SL:LOCATION Flint ] me temperature kitna hai ? ]	weather
Set an alarm in 3 hours to wake me up	mujhe 3 ghante mei uthane ke liye alarm set kare	[IN:CREATE_ALARM Set an alarm [SL:DATE_TIME in 3 hours ] to [SL:ALARM_NAME wake me up ] ]	[IN:CREATE_ALARM mujhe [SL:DATE_TIME 3 ghante mei ] [SL:ALARM_NAME uthane ke liye ] alarm set kare ]	alarm
traffic in New York	New York me traffic	[IN:GET_INFO_TRAFFIC traffic in [SL:LOCATION New York ] ]	[IN:GET_INFO_TRAFFIC [SL:LOCATION New York ] me traffic ]	navigation
Play Despacito	Despacito ko bajao	[IN:PLAY_MUSIC Play [SL:MUSIC_TRACK_TITLE Despacito ] ]	[IN:PLAY_MUSIC [SL:MUSIC_TRACK_TITLE Despacito ] ko bajao ]	music
Tell me about the traffic in New York City right now	Mujhe abhi New York City ke traffic ke baare me batao	[IN:GET_INFO_TRAFFIC Tell me about the traffic in [SL:LOCATION New York City ] [SL:DATE_TIME right now ] ]	[IN:GET_INFO_TRAFFIC Mujhe [SL:DATE_TIME abhi ] [SL:LOCATION New York City ] ke traffic ke baare me batao ]	navigation
Copy alarm and move to Sunday	alarm ko copy kariye aur Sunday ko move kariye	[IN:UPDATE_ALARM Copy alarm and move [SL:DATE_TIME to Sunday ] ]	[IN:UPDATE_ALARM alarm ko copy kariye aur [SL:DATE_TIME Sunday ko ] move kariye ]	alarm
concerts by NKOTB next week	Agle hafte NKOTB ki taraf se hone wale concerts	[IN:GET_EVENT [SL:CATEGORY_EVENT concerts ] by [SL:NAME_EVENT NKOTB ] [SL:DATE_TIME next week ] ]	[IN:GET_EVENT [SL:DATE_TIME Agle hafte ] [SL:NAME_EVENT NKOTB ] ki taraf se hone wale [SL:CATEGORY_EVENT concerts ] ]	event
Set an alarm for 6 : 40 am	subah 6 40 ke liye alarm set kare	[IN:CREATE_ALARM Set an alarm [SL:DATE_TIME for 6 : 40 am ] ]	[IN:CREATE_ALARM [SL:DATE_TIME subah 6 40 ke liye ] alarm set kare ]	alarm
I would like to listen to all of Dolly Parton ' s Christmas music	mujhe Dolly Parton ke saarey Christmas music sunna hai	[IN:PLAY_MUSIC I would like to listen to all of [SL:MUSIC_ARTIST_NAME Dolly Parton ] ' s [SL:MUSIC_GENRE Christmas ] [SL:MUSIC_TYPE music ] ]	[IN:PLAY_MUSIC mujhe [SL:MUSIC_ARTIST_NAME Dolly Parton ] ke saarey [SL:MUSIC_GENRE Christmas ] [SL:MUSIC_TYPE music ] sunna hai ]	music
Accidents on I 25 today	Aaj I 25 par accidents	[IN:GET_INFO_TRAFFIC Accidents on [SL:LOCATION I 25 ] [SL:DATE_TIME today ] ]	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME Aaj ] [SL:LOCATION I 25 ] par accidents ]	navigation
Can I get to Lorain before 6 ?	kya mai 6 baje se pehle Lorain pahunch sakta hu ?	[IN:GET_ESTIMATED_ARRIVAL Can I get to [SL:DESTINATION Lorain ] [SL:DATE_TIME_ARRIVAL before 6 ] ? ]	[IN:GET_ESTIMATED_ARRIVAL kya mai [SL:DATE_TIME_ARRIVAL 6 baje se pehle ] [SL:DESTINATION Lorain ] pahunch sakta hu ? ]	navigation
I ' ll need a display showing my next three alarms .	mujhe mere agle three alarms dikhaane wala display chahiye .	[IN:GET_ALARM I ' ll need a display showing my [SL:ORDINAL next ] [SL:AMOUNT three ] alarms . ]	[IN:GET_ALARM mujhe mere [SL:ORDINAL agle ] [SL:AMOUNT three ] alarms dikhaane wala display chahiye . ]	alarm
change the alarm to 6 : 45 am	alarm ko 645 am me badal den	[IN:UPDATE_ALARM change the alarm [SL:DATE_TIME to 6 : 45 am ] ]	[IN:UPDATE_ALARM alarm ko [SL:DATE_TIME 645 am me ] badal den ]	alarm
what time is the last alarm on sunday	Sunday ko last alarm kaunse time par hai	[IN:GET_ALARM what time is the [SL:ORDINAL last ] alarm [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME on sunday ] ] ] ]	[IN:GET_ALARM [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME Sunday ko ] ] ] [SL:ORDINAL last ] alarm kaunse time par hai ]	alarm
Any delays on the road right now	abhi road par kisi bhi tarah ki deri hogi	[IN:GET_INFO_TRAFFIC Any delays on the road [SL:DATE_TIME right now ] ]	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME abhi ] road par kisi bhi tarah ki deri hogi ]	navigation
Is it muggy outside ?	kya bahar muggy hai ?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE muggy ] outside ? ]	[IN:GET_WEATHER kya bahar [SL:WEATHER_ATTRIBUTE muggy ] hai ? ]	weather
are there thunderstorms forecast this week	kya is hafte me koi thunderstorms forecast hai	[IN:GET_WEATHER are there [SL:WEATHER_ATTRIBUTE thunderstorms ] forecast [SL:DATE_TIME this week ] ]	[IN:GET_WEATHER kya [SL:DATE_TIME is hafte ] me koi [SL:WEATHER_ATTRIBUTE thunderstorms ] forecast hai ]	weather
Please change my alarm to midday	please mere alarm ko midday ke liye badlein	[IN:UPDATE_ALARM Please change my alarm [SL:DATE_TIME to midday ] ]	[IN:UPDATE_ALARM please mere alarm ko [SL:DATE_TIME midday ] ke liye badlein ]	alarm
Remind meet with Stephen at his desk before 11 : 00 am	1100 am se pehle Stephen ke saath uske desk par milne ke liye yaad dilaayen	[IN:CREATE_REMINDER Remind [SL:TODO meet with Stephen at his desk ] [SL:DATE_TIME before 11 : 00 am ] ]	[IN:CREATE_REMINDER [SL:DATE_TIME 1100 am se pehle ] [SL:TODO Stephen ke saath uske desk par milne ke liye ] yaad dilaayen ]	reminder
How long will it take me to get to the airport ?	mujhe airport pahuchne mei kitni der lagegi ?	[IN:GET_ESTIMATED_DURATION How long will it take me to get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the airport ] ] ] ? ]	[IN:GET_ESTIMATED_DURATION mujhe [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION airport ] ] ] pahuchne mei kitni der lagegi ? ]	navigation
what is the weather in sydney today	Aaj sydney me mausam kaisa hai	[IN:GET_WEATHER what is the weather in [SL:LOCATION sydney ] [SL:DATE_TIME today ] ]	[IN:GET_WEATHER [SL:DATE_TIME Aaj ] [SL:LOCATION sydney ] me mausam kaisa hai ]	weather
Is it going to rain tomorrow ?	kya kal baarish hone wali hai ?	[IN:GET_WEATHER Is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tomorrow ] ? ]	[IN:GET_WEATHER kya [SL:DATE_TIME kal ] [SL:WEATHER_ATTRIBUTE baarish ] hone wali hai ? ]	weather
Are there any accidents on the New York State Thruway right now	kya abhi New York State Thruway par koi accidents hai	[IN:GET_INFO_TRAFFIC Are there any accidents on [SL:LOCATION the New York State Thruway ] [SL:DATE_TIME right now ] ]	[IN:GET_INFO_TRAFFIC kya [SL:DATE_TIME abhi ] [SL:LOCATION New York State Thruway ] par koi accidents hai ]	navigation
Driving from NYC to Stamford traffic report	NYC se Stamford ko drive karne ke liye traffic report	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL Driving ] from [SL:SOURCE NYC ] to [SL:DESTINATION Stamford ] traffic report ]	[IN:GET_INFO_TRAFFIC [SL:SOURCE NYC ] se [SL:DESTINATION Stamford ] ko [SL:METHOD_TRAVEL drive karne ke liye ] traffic report ]	navigation
What ' s the high temperature for Orlando	Orlando ka high temperature kya hai	[IN:GET_WEATHER What ' s the high temperature for [SL:LOCATION Orlando ] ]	[IN:GET_WEATHER [SL:LOCATION Orlando ] ka high temperature kya hai ]	weather
can you remind me of lunch with Nancy today at noon	kya ap aj dopahar ko mujhe Nancy ke sath lunch karne ke liye yaad dila sakte hai	[IN:CREATE_REMINDER can you remind [SL:PERSON_REMINDED me ] of [SL:TODO [IN:GET_TODO [SL:TODO lunch ] with [SL:ATTENDEE Nancy ] ] ] [SL:DATE_TIME today at noon ] ]	[IN:CREATE_REMINDER kya ap [SL:DATE_TIME aj dopahar ko ] [SL:PERSON_REMINDED mujhe ] [SL:TODO [IN:GET_TODO [SL:ATTENDEE Nancy ] ke sath [SL:TODO lunch ] ] ] karne ke liye yaad dila sakte hai ]	reminder
does it take less time to take west street rather than freeway during rush hour ?	kya rush hour ke samay me freeway ke bajaye west street se jaane me kam samay lagta hai ?	[IN:UNSUPPORTED_NAVIGATION does it take less time to take west street rather than freeway during rush hour ? ]	[IN:UNSUPPORTED_NAVIGATION kya rush hour ke samay me freeway ke bajaye west street se jaane me kam samay lagta hai ? ]	navigation
Set a wakeup alarm for 7 am	7 am ke liye ek wakeup alarm set karen	[IN:CREATE_ALARM Set a [SL:ALARM_NAME wakeup ] alarm [SL:DATE_TIME for 7 am ] ]	[IN:CREATE_ALARM [SL:DATE_TIME 7 am ke liye ] ek [SL:ALARM_NAME wakeup ] alarm set karen ]	alarm
What is the humidity supposed to be today ?	aj humidity kya honi chahiye ?	[IN:GET_WEATHER What is the [SL:WEATHER_ATTRIBUTE humidity ] supposed to be [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME aj ] [SL:WEATHER_ATTRIBUTE humidity ] kya honi chahiye ? ]	weather
What is the current celsius temperature ?	abhi ka celsius temperature kya hai ?	[IN:GET_WEATHER What is the current [SL:WEATHER_TEMPERATURE_UNIT celsius ] temperature ? ]	[IN:GET_WEATHER abhi ka [SL:WEATHER_TEMPERATURE_UNIT celsius ] temperature kya hai ? ]	weather
remind me about my tennis lesson on saturday	Saturday ko mujhe mere tennis lesson ke baare me yaad dilaayen	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] about [SL:TODO my tennis lesson ] [SL:DATE_TIME on saturday ] ]	[IN:CREATE_REMINDER [SL:DATE_TIME Saturday ko ] [SL:PERSON_REMINDED mujhe ] [SL:TODO mere tennis lesson ] ke baare me yaad dilaayen ]	reminder
Play a sad song	ek sad song ko bajao	[IN:PLAY_MUSIC Play a [SL:MUSIC_GENRE sad ] [SL:MUSIC_TYPE song ] ]	[IN:PLAY_MUSIC ek [SL:MUSIC_GENRE sad ] [SL:MUSIC_TYPE song ] ko bajao ]	music
Reset timer	timer ko reset karo	[IN:RESTART_TIMER Reset [SL:METHOD_TIMER timer ] ]	[IN:RESTART_TIMER [SL:METHOD_TIMER timer ] ko reset karo ]	timer
Reply we ' re coming to the birthday party .	Reply karo ki we ' re coming to the birthday party .	[IN:SEND_MESSAGE Reply [SL:CONTENT_EXACT we ' re coming to the birthday party ] . ]	[IN:SEND_MESSAGE Reply karo ki [SL:CONTENT_EXACT we ' re coming to the birthday party ] . ]	messaging
Are there any good anime conventions that will be in May of 2018 at Spokane	kya Spokane mei 2018 ke May mei koi ache anime conventions hone wale hai	[IN:GET_EVENT Are there any good [SL:CATEGORY_EVENT anime conventions ] that will be [SL:DATE_TIME in May of 2018 ] at [SL:LOCATION Spokane ] ]	[IN:GET_EVENT kya [SL:LOCATION Spokane ] mei [SL:DATE_TIME 2018 ke May mei ] koi ache [SL:CATEGORY_EVENT anime conventions ] hone wale hai ]	event
Text I ' ll see you soon and add a heart emoji .	Text karo ki I ' ll see you soon aur ek heart emoji add karo .	[IN:SEND_MESSAGE Text [SL:CONTENT_EXACT I ' ll see you soon ] and add a [SL:CONTENT_EMOJI heart emoji ] . ]	[IN:SEND_MESSAGE Text karo ki [SL:CONTENT_EXACT I ' ll see you soon ] aur ek [SL:CONTENT_EMOJI heart emoji ] add karo . ]	messaging
Resume timing me	meri timing ko resume karo	[IN:RESUME_TIMER Resume [SL:METHOD_TIMER timing ] me ]	[IN:RESUME_TIMER meri [SL:METHOD_TIMER timing ] ko resume karo ]	timer
Is it hot out today ?	Kya aaj baahar hot hai ?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE hot ] [SL:LOCATION out ] [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER Kya [SL:DATE_TIME aaj ] [SL:LOCATION baahar ] [SL:WEATHER_ATTRIBUTE hot ] hai ? ]	weather
How is the traffic on i 90	i 90 par traffic kaisi hai	[IN:GET_INFO_TRAFFIC How is the traffic on [SL:LOCATION i 90 ] ]	[IN:GET_INFO_TRAFFIC [SL:LOCATION i 90 ] par traffic kaisi hai ]	navigation
